ID,GENDER,BIRTHDAYDATE,EDUCATION,JOBCATEGORY,SALARY,SALARY_BEGIN,JOBTIME,PREVIOUSEXPERIENCE,MINORITY
121,Female,1965-09-26,15,Clerical,32550.0,13500.0,90.0,22.0,No
122,Female,1949-04-24,12,Clerical,33300.0,15000.0,90.0,3.0,No
123,Female,1963-05-29,16,Clerical,38550.0,16500.0,90.0,missing,No
124,Male,1956-08-06,12,Clerical,27450.0,15000.0,90.0,173.0,Yes
125,Male,1951-01-21,15,Custodial,24300.0,15000.0,90.0,191.0,Yes
126,Male,1950-09-01,12,Custodial,30750.0,15000.0,90.0,209.0,Yes
127,Female,1946-07-25,12,Clerical,19650.0,9750.0,90.0,229.0,Yes
128,Male,1959-07-18,17,Manager,68750.0,27510.0,89.0,38.0,No
129,Male,1958-09-06,20,Manager,59375.0,30000.0,89.0,6.0,No
130,Male,1962-02-08,15,Clerical,31500.0,15750.0,89.0,22.0,No
131,Male,1953-05-17,12,Clerical,27300.0,17250.0,89.0,175.0,No
132,Male,1959-09-12,15,Clerical,27000.0,15750.0,89.0,87.0,No
133,Female,1941-11-10,16,Manager,41550.0,24990.0,89.0,285.0,No
134,Female,1968-05-22,12,Clerical,26250.0,10950.0,89.0,missing,No
135,Male,1939-08-25,12,Clerical,22200.0,15000.0,88.0,324.0,No
136,Male,1937-07-12,21,Manager,65000.0,37500.0,88.0,264.0,No
137,Male,1947-01-09,12,Clerical,30900.0,15000.0,88.0,252.0,No
138,Female,1931-06-18,8,Clerical,20100.0,13200.0,88.0,90.0,No
139,Female,1965-04-05,12,Clerical,22350.0,13500.0,88.0,26.0,No
140,Female,1966-06-14,15,Clerical,35550.0,13350.0,88.0,32.0,No
141,Female,1966-11-13,12,Clerical,28500.0,13950.0,88.0,34.0,No
142,Female,1939-08-24,12,Clerical,24450.0,13200.0,88.0,107.0,No
143,Female,1931-08-28,8,Clerical,16650.0,9750.0,88.0,412.0,No
144,Male,1964-01-15,12,Clerical,26700.0,13500.0,88.0,38.0,Yes
145,Male,1951-01-02,18,Clerical,43950.0,23250.0,88.0,182.0,Yes
146,Male,1936-09-11,15,Clerical,23700.0,13500.0,88.0,359.0,Yes
147,Female,1959-10-05,15,Clerical,26550.0,14250.0,88.0,61.0,Yes
148,Male,1962-06-28,12,Clerical,27600.0,15000.0,87.0,75.0,No
149,Male,1954-03-05,12,Clerical,25800.0,15000.0,87.0,143.0,No
150,Male,1954-08-16,16,Manager,42300.0,26250.0,87.0,126.0,No
151,Male,1929-05-03,8,Custodial,30750.0,15000.0,87.0,451.0,No
152,Female,1967-05-13,12,Clerical,26700.0,12900.0,87.0,18.0,No
153,Female,1940-06-07,12,Clerical,20850.0,12000.0,87.0,163.0,No
154,Male,1963-03-06,15,Clerical,35250.0,15000.0,87.0,54.0,Yes
155,Male,1963-01-12,15,Clerical,26700.0,15000.0,87.0,56.0,Yes
156,Female,1967-07-02,12,Clerical,26550.0,13050.0,87.0,11.0,Yes
157,Female,1964-09-20,12,Clerical,27750.0,12000.0,87.0,11.0,Yes
158,Female,1951-01-13,16,Clerical,25050.0,12750.0,87.0,123.0,Yes
159,Male,1951-08-27,16,Manager,66000.0,47490.0,86.0,150.0,No
160,Male,1963-02-11,16,Clerical,52650.0,19500.0,86.0,20.0,No
161,Male,1961-05-25,16,Manager,45625.0,23250.0,86.0,60.0,No
162,Male,1965-11-10,15,Clerical,30900.0,15000.0,86.0,25.0,No
163,Female,1965-08-13,15,Clerical,29400.0,16500.0,86.0,24.0,No
164,Female,1966-04-29,15,Clerical,33300.0,13500.0,86.0,24.0,No
165,Female,1942-07-12,12,Clerical,21900.0,9750.0,86.0,156.0,No
166,Female,1932-08-26,12,Clerical,18150.0,9750.0,86.0,72.0,No
167,Female,1962-04-23,16,Manager,46875.0,17250.0,86.0,19.0,No
168,Male,1965-05-23,12,Clerical,25500.0,14400.0,86.0,37.0,Yes
169,Male,1964-06-13,12,Clerical,26550.0,15000.0,86.0,38.0,Yes
170,Male,1930-01-21,12,Clerical,26700.0,13500.0,86.0,367.0,Yes
171,Female,1953-06-13,15,Clerical,29850.0,15000.0,86.0,79.0,Yes
172,Male,1950-01-15,20,Manager,69250.0,42480.0,85.0,134.0,No
173,Male,1935-01-07,8,Custodial,31950.0,15000.0,85.0,438.0,No
174,Male,1938-01-08,8,Clerical,26250.0,15600.0,85.0,171.0,No
175,Female,1962-10-05,16,Clerical,35700.0,17250.0,85.0,19.0,No
176,Female,1962-08-11,12,Clerical,28500.0,16500.0,85.0,69.0,No
177,Female,1938-01-17,12,Clerical,17100.0,10200.0,85.0,72.0,No
178,Male,1965-01-19,12,Clerical,25200.0,13050.0,85.0,29.0,Yes
179,Female,1960-01-23,12,Clerical,24000.0,12750.0,85.0,59.0,Yes
180,Female,1939-01-04,12,Clerical,27450.0,10200.0,85.0,101.0,Yes
181,Female,1943-03-08,12,Clerical,18450.0,10200.0,85.0,228.0,Yes
182,Male,1960-03-01,15,Clerical,39300.0,15750.0,84.0,72.0,No
183,Male,1964-11-05,15,Clerical,38850.0,15000.0,84.0,53.0,No
184,Male,1930-08-28,8,Custodial,30750.0,15000.0,84.0,380.0,No
185,Male,1964-07-06,15,Clerical,37500.0,20400.0,84.0,33.0,No
186,Male,1963-07-29,16,Manager,58750.0,21750.0,84.0,13.0,No
187,Female,1934-02-04,12,Clerical,34500.0,18750.0,84.0,208.0,No
188,Female,1950-03-28,12,Clerical,36000.0,19980.0,84.0,240.0,No
189,Female,1932-11-15,8,Clerical,29100.0,16500.0,84.0,35.0,No
190,Female,1931-10-23,12,Clerical,16500.0,10200.0,84.0,288.0,No
191,Male,1949-10-09,12,Clerical,19650.0,12750.0,84.0,180.0,Yes
192,Female,1966-07-22,12,Clerical,24750.0,12000.0,84.0,41.0,Yes
193,Female,1938-04-10,15,Clerical,27150.0,15750.0,84.0,231.0,Yes
194,Female,1955-11-06,12,Clerical,26400.0,12750.0,84.0,36.0,Yes
195,Female,1946-03-03,16,Clerical,23100.0,12000.0,84.0,214.0,Yes
196,Male,1962-10-01,15,Manager,54900.0,25500.0,83.0,49.0,No
197,Male,1952-03-17,19,Manager,70875.0,43500.0,83.0,156.0,No
198,Male,1958-02-02,16,Manager,51250.0,27480.0,83.0,69.0,No
199,Male,1963-02-13,17,Manager,67500.0,34980.0,83.0,9.0,No
